blamelessly,matuwid,RB
blames,sinisisi,NNS
blanch,paputiin,NN
bland,mura,NN
Blandish,Magsumamo,JJ
blank,blangko,NN
blankness,kalinisan,NN
blanks,blangko,NNS
blase,pinagpasasa,NN
blast,sabog,NN
blasting,mapanira,NN
blatancy,kasagwaan,NN
blatant,maingay,NN
blaze,magdingas,NN
blazing,nagliliyab,NN
blazon,eskudo,NN
bleach,pagpapaputi,NN
bleaching,pagpapaputi,NN
bleak,malungkot,NN
bleakness,lamig,NN
bleary,pinapanlabo,NN
bleat,unga,NN
bleating,iyak,NN
bleeder,manghuhuthot,NN
bleeding,dumudugo,NN
bleeped,bleep,NN
blemish,dungis,NN
blemishes,mantsa,NNS
blench,umurong,NN
blend,timpla,NN
blended,pinaghalo,VBN
bless,magpala,NN
blessed,pinagpala,VBN
blessedness,kaligayahan,NN
blessings,bendisyon,NNS
blew,hinipan,NN
blight,magwasak,NN
blimp,tanga,NN
blind,bulag,NN
blinded,Binulag,VBN
blindfolded,nakapiring,VBN
blinding,pagbulag,NN
blindness,kabulagan,NN
blinds,Blind,NNS
blink,magpikit,NN
blinking,kumukurap,NN
blissful,napakaligaya,NN
blister,paltos,NN
blisters,paltos,NNS
blithe,maligaya,NN
bloat,mamaga,NN
bloated,tinapa,VBN
blob,patak,NN
bloc,pagkakaisa,NN
block,bloke,NN
blockade,bumangkulong,NN
blockaded,Hinarangan,VBN
blockage,pagbara,NN
blocked,hinarangan,VBN
blockhead,tanga,NN
blockish,tanga,NN
blocks,bloke,NNS
blond,olandes,NN
blonde,olandes,NN
blood,dugo,NN
blooded,dugo,VBN
bloodily,madugong,RB
bloodletting,padugo,NN
bloodshot,namumula,NN
bloodstream,dugo,NN
bloodthirsty,malupit,NN
bloody,duguan,NN
blooming,namumulaklak,NN
bloomy,namumulaklak,NN
blossom,mamulaklak,NN
blossomed,namumulaklak,VBN
blossoms,bulaklak,NNS
blot,bahid,NN
blotch,batik,NN
blotted,mapawi,VBN
blotter,blater,NN
blouse,blusa,NN
blouses,blusang,NNS
blow,suntok,NN
blower,bentilador,NN
blowing,pamumulaklak,NN
blowpipe,hihip,NN
blows,suntok,NNS
blowup,Sumabog,NN
blubbered,nakaiiyak,VBN
bludgeon,pumalo,NN
blue,asul,NN
blueprint,magplano,NN
bluff,pananakot,NN
bluffer,magdaraya,NN
bluffing,bolahan,NN
blundering,mali,NN
blunt,mapurol,NN
bluntness,purol,NN
blur,lumabo,NN
blurred,hilam,VBN
blurring,paglabo,NN
blurry,malabo,NN
blurt,maibulalas,NN
blushed,namumula,VBN
blushes,namumula,NNS
blushing,kimi,NN
bluster,ngasngas,NN
blustery,marahas,NN
boa,sawa,NN
boar,bulugan,NN
board,lupon,NN
boarded,sumakay,VBN
boarder,nangangasera,NN
boarding,pagsakay,NN
boast,magyabang,NN
boaster,halhal,NN
boasters,mapagmapuri,NNS
boastful,mayabang,NN
boastfulness,angas,NN
boasting,bansag,NN
boasts,Ipinagmamalaki,NNS
boat,bangka,NN
boatman,barkero,NN
boats,bangka,NNS
Boaz,Booz,NN
bobbin,kidkiran,NN
bobby,pulis,NN
bobtail,punggi,NN
bode,mensahero,NN
bodied,lasa,VBN
bodies,katawan,NNS
body,katawan,NN
bodyguard,tanod,NN
boffin,pantas,NN
bog,lusak,NN
bogey,kurso,NN
boggle,matakot,NN
bogy,multo,NN
boil,pigsa,NN
boiled,pinakuluan,VBN
boiler,pakuluan,NN
boiling,bulak,VBG
boisterous,maingay,JJ
boldly,matapang,RB
boldness,katapangan,NN
tree,puno,NN
bolivia,Bolibya,NN
bolster,magbolster,NN
bolt,tornilyo,NN
bolting,pagkakandado,NN
bomb,bomba,NN
bombard,manganyon,NN
bombardier,manganganyon,NN
bombardment,panganganyon,NN
bombast,kayabangan,NN
bombastic,mayabang,JJ
bombed,binomba,NN
bomber,bombero,NN
bombing,pambobomba,NN
bombings,pambobomba,NNS
bombs,bomba,NNS
bonanza,bonansa,NN
Bonapartist,Bonapartistang,NN
bond,bono,NN
bondage,pagkaalipin,NN
bondman,alipin,NN
bone,buto,NN
bones,buto,NNS
bonfire,siga,NN
bongs,bong,NNS
bonhomie,kabaitan,NN
bonny,maganda,NN
bonuses,bonus,NNS
boo,lekat,NN
booby,mangmang,NN
book,aklat,NN
booking,pagtataan,VBG
booklets,buklet,NNS
bookshelves,bookshelf,NNS
boom,dumagundong,NN
boomerang,bumerang,NN
boor,magbubukid,NN
boorish,bastos,NN
boost,pagtulong,NN
booster,tagasunod,NN
boosting,pagpapalakas,VBG
boosts,magpapalaki,NNS
boot,sipain,NN
booted,boot,VBN
booth,kubol,NN
booths,kubol,NNS
boots,bota,NNS
booty,nadambong,NN
booze,maglasing,NN
boozer,manlalasing,NN
border,hangganan,NN
bordering,karatig,NN
borderline,hangganan,NN
borders,hangganan,NNS
bore,magbutas,NN
bored,nainis,VBN
boredom,inip,NN
borer,pambutas,NN
boring,pagbubutas,NN
born,ipinanganak,NN
borrow,humiram,NN
borrowed,hiram,VBN
borrowing,paghiram,NN
borrowings,panghihiram,NNS
bosom,dibdib,NN
boss,amo,NN
bossy,palautos,NN
botanical,botaniko,JJ
botanist,dalubhalaman,NN
botany,botanika,NN
both,kapwa,DT
bother,abala,NN
bothered,Nabahala,VBN
bothering,Iniistorbo,VBG
bothersome,nakaaabala,NN
bottle,bote,NN
bottlenecks,bottleneck,NNS
bottom,ilalim,NN
bottomed,ilalim,VBN
bottomless,napakalalim,NN
bottommost,pinakamababa,NN
bough,sanga,NN
boughs,sanga,NNS
bought,Binili,NN
bougie,kandila,NN
bounce,bumalandra,NN
bounces,bounce,NNS
bouncing,talbog,VBG
bound,nakagapos,NN
boundary,hangganan,NN
bounds,hanggahan,NNS
bounteous,mapagbigay,JJ
bountiful,mapagbigay,NN
bounty,kapagbigayan,NN
bouquet,palumpon,NN
bourbon,burbon,NN
bourgeois,burges,NN
bourgeoisie,burgesya,NN
bout,labanan,NN
boutiques,boutique,NNS
bow,pumailalim,NN
bowed,yumukod,VBN
bowels,bituka,NNS
bowl,mangkok,NN
bowman,mamamana,NN
bowmen,mamamana,NNS
bows,busog,NNS
box,kahon,NN
boxer,boksingero,NN
boxes,kahon,NNS
boxing,boksing,NN
boxoffice,takilya,NN
boycott,boykot,NN
boyfriend,kasintahan,NN
boyhood,kabataan,NN
boys,lalaki,NNS
brabble,magbalitaktakan,JJ
brace,suhay,NN
bracelet,pulseras,NN
bracer,kabit,NN
braces,tirante,NNS
bracing,pagkakabit,NN
bracket,panaklong,NN
bracketed,bracket,VBN
brackets,bracket,NNS
brag,magmayabang,NN
braggart,mayabang,NN
bragging,hangin,NN
braid,magtirintas,NN
braided,naglikaw,VBN
braiding,tirintas,NN
brain,utak,NN
brainless,tanga,NN
brains,talino,NNS
brainteasers,Brainteaser,NNS
brainwash,magpropaganda,NN
brainwashing,propaganda,NN
brainy,matalino,NN
braise,pagkukulob,NN
braised,nilaga,VBN
brake,preno,NN
brakes,preno,NNS
braking,pagpepreno,VBG
branch,sangay,NN
branched,sanga,VBN
branches,sanga,NNS
branching,sumasanga,NN
brand,tatak,NN
brandish,iwaswas,NN
brands,tatak,NNS
brass,tanso,NN
brasserie,pab,NN
brave,matapang,NN
bravery,katapangan,NN
brawl,gulo,NN
brawling,palaaway,NN
brawny,matipuno,NN
braze,magpatigas,NN
brazier,apuyan,NN
brazil,Brasil,NN
brazing,pagpapatigas,NN
breach,paglabag,NN
breached,nilabag,VBN
bread,tinapay,NN
breadfruit,rimas,NN
breads,tinapay,NNS
breadth,kaluwangan,NN
break,pahinga,NN
breakage,pagbasag,NN
breakdown,pagkasira,NN
breakers,breaker,NNS
breaketh,pagbasag,NN
breakfast,almusal,NN
breaking,pagsira,VBG
breaks,break,NNS
breakup,maghiwalay,NN
breakwater,dalahikan,NN
breast,dibdib,NN
breasted,karera,VBN
breastfeed,magpasuso,NN
breastfeeding,pagpapasuso,NN
breastplate,baluti,NN
breasts,bubelya,NNS
breath,hininga,NN
breathalysed,breathalyzed,VBN
breathe,huminga,NN
breathed,inihinga,VBN
breathing,paghinga,NN
breathless,humihingal,NN
breech,pigi,NN
breeches,pigi,NNS
breeds,breed,NNS
breeze,amihan,NN
breezes,simoy,NNS
breezy,sariwa,NN
brevity,kaiklian,NN
brewery,serbeserya,NN
bribe,suhol,NN
bribed,pinabagsakan,NN
bribery,pagpapabagsak,NN
bribes,suhol,NNS
bricklayer,ladrilyero,NN
bridal,pangkasal,NN
brides,bride,NNS
Bridewell,Repormatoryo,NNP
bridge,tulay,NN
bridges,tulay,NNS
bridle,magkabisada,NN
brief,maikli,NN
briefcase,portpolyo,NN
briefing,pagtatagubilin,NN
briefs,salawal,NNS
brigade,brigada,NN
brigades,brigada,NNS
brigadier,brigadyer,NN
brigand,tulisan,NN
brigandage,panunulisan,NN
bright,maliwanag,NN
brighten,sumaya,NN
brightened,lumiwanag,VBN
brighter,maliwanag,NN
brightest,pinakamaliwanag,NN
brightness,liwanag,NN
brilliance,kinang,NN
brilliancy,kinang,NN
brilliant,napakatalino,NN
brim,mapuno,NN
brimstone,asupre,NN
brindled,guhitan,VBN
bring,magdala,NN
bringer,tagapagdala,NN
bringeth,naglalabas,NN
bringin,dalhin,NN
bringing,nagdadala,VBG
brings,nagdudulot,NNS
brink,bingit,NN
briny,maalat,NN
brio,kasiglahan,NN
brisk,matulin,NN
bristle,mangalisag,NN
brittle,malutong,NN
brittleness,lutong,NN
broach,pambutas,NN
broad,malawak,JJ
broadcasts,broadcast,NNS
broaden,magpaluwang,NN
broadened,lumawak,VBN
broadening,pagpapalawak,NN
broadest,pinakamalawak,JJS
broadly,maluwang,RB
broadness,kalaparan,NN
brocade,brokeid,NN
broccoli,brokuli,NN
brochure,pulyeto,NN
brochures,polyeto,NNS
broiled,inihaw,VBN
broiler,ihawan,NN
broiling,ihaw,NN
broken,basag,NN
brokers,broker,NNS
bromide,bromuro,NN
bronchitis,brongkitis,NN
bronze,tanso,NN
brooch,brotse,NN
brooding,halimhim,NN
broody,lumilimlim,NN
brook,sapa,NN
brooks,batis,NNS
broom,walis,NN
brooms,walis,NNS
broth,sabaw,NN
brothel,prostitusyon,NN
brotherhood,kapatiran,NN
brotherinlaw,Bayaw,NN
brougham,karuwahe,NN
brought,nagdala,NN
brow,kilay,NN
browbeat,tumakot,NN
brown,kayumanggi,NN
brownie,multo,NN
brownish,kayumanggi,NN
browsed,browse,VBN
browsers,browser,NNS
bruise,gasgas,NN
bruised,bugbog,VBN
bruiser,mapanupil,NN
bruises,pasa,NNS
bruit,makabalita,NN
brush,magsipilyo,NN
brushing,pagsisipilyo,NN
brushwood,kasukalan,NN
brushy,mabalahibo,NN
brusque,bastos,NN
brusqueness,kabastusan,NN
brussels,Bruselas,NNS
Brut,Tuyo,NN
brutalised,brutalized,VBN
brutalising,brutalizing,NN
brutality,lupit,NN
brutally,awang,RB
brute,astig,NN
brutish,tampalasan,NN
brutishness,kalupitan,NN
Bs,B,NN
bubbling,bulubok,NN
bucket,timba,NN
buckle,mabaluktot,NN
buckler,pagtatanggol,NN
bucklers,kalasag,NNS
buckram,ule,NN
buckwheat,bakwit,NN
bucolic,pastoral,NN
bud,usbong,NN
Buddha,Buda,NN
budding,namumuko,NN
buddy,pare,NN
budge,tuminag,NN
budget,badyet,NN
budgetary,pambadyet,JJ
budgeted,pagbabadyet,VBN
budgeting,Pagbabadyet,NN
budgets,badyet,NNS
buds,usbong,NNS
buff,magpadilaw,NN
buffalo,kalabaw,NN
buffet,suntok,NN
buffetings,ubaya,NNS
buffoon,payaso,NN
buffoonery,katatawanan,NN
bugger,maghindot,NN
bugle,trumpeta,NN
build,magtayo,NN
builded,matayo,VBN
builders,tagapagtayo,NNS
building,gusali,NN
buildings,gusali,NNS
builds,gagawa,NNS
built,itinayo,NN
bulb,bombilya,NN
bulbs,bombilya,NN
bulgaria,Bulgarya,NN
bulge,umbok,NN
bulging,nakaumbok,VBG
bulk,karamihan,NN
bulky,malaki,NN
bull,toro,NN
bulldog,buldog,NN
bulldoze,manakot,NN
bulldozer,buldoser,NN
bullet,bala,NN
bulletin,pahayagan,NN
bulletins,bulletin,NNS
bullets,bullet,NNS
bullock,toro,NN
bulls,toro,NNS
bulwark,tagapagtanggol,NN
bumble,gumulo,JJ
bump,paga,NN
bumper,depensa,NN
bumping,dakdak,NN
bumps,pagkakamali,NNS
bumpy,matigtig,NN
bun,tinapay,NN
bunch,tungkos,NN
bundle,magbigkis,NN
bundled,bundle,VBN
bundles,bundle,NNS
bung,tapon,NN
bungalow,bunggalo,NN
bungalows,bungalow,NNS
bunk,matulog,NN
bunny,kuneho,NN
bunt,pintig,NN
buoy,boya,NN
buoyant,masaya,NN
buoyed,pinalutang,NN
bur,tinik,NN
burble,magbubulong,JJ
burden,pasan,NN
burdened,mabigatan,VBN
burdens,pasanin,NNS
burdensome,mabigat,NN
bureau,kawanihan,NN
bureaucracies,burukrasya,NNS
bureaucracy,burukrasya,NN
bureaucratic,burukratikong,JJ
bureaucratically,burukratikong,RB
bureaucrats,burukrata,NNS
bureaus,Kawanihan,NN
bureaux,aparador,NN
burg,kuta,NN
burgeon,usbong,NN
burgers,burger,NNS
burglar,magnanakaw,NN
burglars,magnanakaw,NNS
burglary,pagnanakaw,NN
burgle,magnakaw,NN
burial,libing,NN
burials,paglilibing,NNS
buried,inilibing,VBN
burly,matipuno,RB
burma,Birmanya,NN
burn,sumunog,NN
burned,sinunog,VBN
burner,mitsero,NN
burners,burner,NNS
burneth,sumusunog,NN
burning,nasusunog,NN
burnings,ningas,NNS
burnt,nasunog,NN
burp,dumighay,NN
burr,bur,NN
burro,asno,NN
burrow,lungga,NN
burrows,lungga,NNS
bursar,tesorero,NN
burst,pagputok,NN
bursting,busaksak,NN
bursts,pagsabog,NNS
bury,ibaon,NN
burying,paglilibing,VBG
buses,bus,NNS
bush,palumpong,NN
bushel,magdidal,NN
bushing,busing,NN
busiest,pinakamataong,NN
business,negosyo,NN
businesslike,praktiko,NN
businessman,negosyante,NN
businessmen,negosyante,NNS
busk,magbihis,NN
bust,suso,NN
bustle,pagmamadalian,NN
busybodies,mapakialam,NNS
busybody,pakialamero,NN
but,pero,CC
butchered,lapa,VBN
butchery,pagpatayan,NN
butler,mayordomo,NN
butt,puwit,NN
butter,mantikilya,NN
butterfly,paruparo,NN
buttery,malangis,NN
butting,hangganan,NN
buttock,pigi,NN
buttocks,puwit,NNS
button,buton,NN
buttonhole,magpahinto,NN
buttons,pindutan,NNS
buttress,suhay,NN
bought,bumili,NN
buyer,suki,NN
buyers,mamimili,NNS
buying,pagbili,NN
buys,pagbili,NNS
buzz,ugong,NN
buzzing,paghiging,NN
byebye,paalam,NN
bygone,nakalipas,NN
bylaw,tuntunin,NN
bystander,miron,NN
byword,salawikain,NN
cab,taksi,NN
cabalistic,kabalistiko,JJ
cabbage,repolyo,NN
cabby,taksista,NN
cabinet,kabinet,NN
cabinets,cabinet,NNS
cable,kable,NN
cablegram,kablegrama,NN
cabriolet,kabrioleta,NN
cacao,kakaw,NN
caches,cache,NNS
cachet,timbre,NN
cacique,kasik,NN
cackle,putak,NN
cacophony,kakoponya,NN
cadaver,bangkay,NN
caddie,kadi,NN
caddy,kadi,NN
cade,maamo,NN
cadence,ritmo,NN
cadenza,ritmo,NN
cadet,kadete,NN
cadge,manghinggi,NN
cadger,nanghihingi,NN
cadmium,kadmyum,NN
cafe,kape,NN
cafeteria,kapiterya,NNS
cage,hawla,NN
cahoots,nagsangkot,NNS
caiman,kayman,NN
cain,Kain,NN
caisson,keson,NN
cake,keyk,NN
calabash,kalabas,NN
calamities,kalamidad,NNS
calamitous,mapanganib,JJ
calcification,pagsasakaltsiyum,NN
calcify,magsakaltsiyum,NN
calcium,kaltsyum,NN
calculable,matantiyahin,JJ
calculate,kalkulahin,NN
calculated,kinakalkula,VBN
calculatedly,kalkuladong,RB
calculates,kakalkula,NNS
calculating,pagkalkula,VBG
calculation,pagkalkula,NN
calculations,kalkulasyon,NNS
caldron,caldera,NN
Caledonia,Kaledonya,NN
calendar,kalendaryo,NN
calendars,kalendaryo,NNS
calf,bisiro,NN
Caliban,Kaliban,NN
caliber,kakayahan,NN
calibrated,calibrate,VBN
calibration,pagkakalibrate,NN
calibre,kakayahan,NN
calico,kalenkor,NN
california,Kalipornya,NN
call,tawag,NN
caller,tumatawag,NN
callers,tumatawag,NNS
callest,itinatanong,NN
calleth,tumatawag,NNS
calligraphy,kaligrapya,NN
callin,tumawag,NN
calling,pagtawag,VBG
callings,tungkulin,NNS
callow,kalyo,NN
calls,tawag,NNS
callus,kalyo,NN
calm,kalmado,NN
calming,pagpapatahimik,VBG
calmly,mahinahon,NN
calmness,katahimikan,NN
calomel,kalomel,NN
calorimeter,kalorimeter,NN
calorimetry,kalorimetrya,NN
calory,kalorya,NN
calumnious,sinunggalinggan,JJ
calvary,kalbaryo,NN
calve,nagbuntis,NN
calves,binti,NNS
Calvinism,Kalvinismo,NN
Calvinist,Kalvinista,NN
calyx,takupis,NN
camaraderie,pakikipagkaibigan,NN
camber,magbaluktot,NN
cambodia,Kambodya,NN
Cambrian,Welsh,JJ
cambric,kembriko,NN
camcorders,camcorder,NNS
came,dumating,VBD
camel,kamelyo,NN
camels,kamelyo,NNS
cameo,kameya,NN
cameraman,potograpo,NN
camest,pinanggalingan,NN
camisole,kamisa,NN
camouflage,pagbabalatkayo,NN
camp,kampo,NN
campaign,kampanya,NN
campaigning,pangangampanya,VBG
camped,nagkampo,NN
camper,turista,NN
camphor,alkampor,NN
camping,kamping,VBG
camps,kampo,NNS
campus,kampus,NN
campuses,campus,NNS
can,maaari,MD
canada,Kanada,NN
canadian,Kanada,NN
canal,kanal,NN
canals,kanal,NNS
canberra,Kanbera,NN
cancan,kankan,JJ
cancel,kanselahin,NN
canceled,Kinansela,VBN
cancellations,pagkansela,NNS
cancelled,Kinansela,VBN
cancelling,kinakansela,VBG
cancels,magkakansela,NNS
cancer,kanser,NN
candelabra,kandelyabra,NN
candid,matapat,NN
candidacy,kandidatura,NN
candidate,kandidato,NN
candidature,kandidato,NN
candied,minatamis,VBN
candle,kandila,NN
candles,Kandila,NNS
candlestick,kandelero,NN
candy,kendi,NN
cane,tungkod,NN
canister,kanistra,NN
canker,ulsera,NN
cannibal,kanibal,NN
cannibalise,cannibalize,NN
cannibalising,cannibalizing,VBG
cannibalistic,makakanibal,JJ
cannon,kanyon,NN
cannonade,kanyunin,NN
canny,tuso,NN
canoe,kanue,NN
canoes,canoe,NNS
canon,panuntunan,NN
canonic,makanoniko,NN
canonical,makanoniko,JJ
canonisation,kanonisasyon,NN
canonized,santo,VBN
canopy,palyo,NN
cans,lata,NNS
cant,nakahilig,NN
cantata,kantata,NNS
canted,nakahapay,VBN
canteen,kantina,NN
canter,yumagyag,NN
Canterbury,Kanterberi,NN
canticle,kant,NN
cantilever,konsol,NN
cantilevered,konsol,VBN
canton,magbahagi,NN
cantor,kantor,NN
canyon,kanyon,NN
canyons,canyon,NNS
caoutchouc,kautstuk,NN
cap,takip,NN
capability,kakayahan,NN
capable,kaya,JJ
capably,mahusay,RB
capacious,maluwang,JJ
capacitance,kapasidad,NN
capacitor,kapasitor,NN
capacity,kapasidad,NN
cape,kapa,NN
caped,nakakapote,NN
caper,paglukso,NN
capers,alcaparras,NNS
capital,kabisera,NN
capitalisation,capitalization,NN
capitalise,magsamantala,NN
capitalised,capitalized,VBN
capitalises,capitalizes,NNS
capitalising,capitalize,VBG
capitalism,kapitalismo,NN
capitalist,kapitalista,NN
capitalistic,kapitalista,JJ
capitalists,kapitalista,NNS
capitally,importante,RB
capitulated,sumuko,VBN
CAPiTULO,Kabanata,NN
capon,kapon,NN
cappuccino,capuccino,NN
capri,kapri,NN
caprice,sumpong,NN
capriole,kabriole,NN
capsize,magtaob,NN
capstan,kabestan,NN
capsule,kapsula,NN
captain,kapitan,NN
captaincy,pagkakakapitano,NN
captains,kapitan,NNS
caption,paliwanag,NN
captioned,nakukuhanang,VBN
captions,caption,NNS
captivate,magayuma,NN
captive,bihag,NN
captives,bihag,NNS
captivity,pagkabihag,NN
captors,bumihag,NNS
capture,paghuli,NN
captured,bihag,VBN
captures,kinukuha,NNS
capturing,Kinukunan,VBG
Capuchin,Kaputsina,NN
car,kotse,NN
carabao,kalabaw,NN
carabine,karabina,NN
carafe,pitsel,NN
caramel,karamelo,NN
carapace,talukab,NN
carat,karat,NN
caravan,karawan,NN
caraway,kumin,NN
carbide,karbid,NN
carbine,karabin,NN
carbohydrate,karbohidrat,NN
carbolic,karboliko,NN
carbon,karbon,NN
carbonate,karbonat,NN
carborundum,karborund,NN
carbuncle,karbunkul,NN
carcase,bangkay,NN
carcases,bangkay,NNS
carcasses,bangkay,NNS
card,kard,NN
Cardan,Kardan,NN
cardboard,karton,NN
cardigan,kardigan,NN
cardinal,kardinal,NN
carding,karding,VBG
cardiology,kardyolohiya,NN
cared,inaalagaan,VBN
career,karera,NN
careerist,karyerista,NN
careers,karera,NNS
careful,maingat,NN
carefully,mabuti,RB
carefulness,dahan,NN
careless,buhalhal,NN
cares,nagmamalasakit,NNS
caressed,pumanaw,VBN
caresses,haplos,NNS
caressing,mamahal,VBG
caretaker,bantay,NN
careth,nagsusumakit,NNS
careworn,pagod,NN
cargo,karga,NN
caricature,karikatura,NN
caries,karies,NNS
Carmelite,Karmelit,NN
carmine,karmin,NN
carnage,pagpatay,NN
carnal,karnal,NN
carnally,mahalay,RB
carnival,karnabal,NN
carotene,karotina,NN
carotin,karotin,NN
carp,pamumula,NN
carpenter,karpintero,NN
carpentry,pagkakarpinterya,NN
carpet,karpet,NN
carriage,karwahe,NN
carried,natupad,VBN
carrier,tagapagdala,NN
carries,nagdadala,VBZ
carrieth,nagdadala,NNS
carrot,karot,NN
carrots,karot,NNS
Carrousel,Tiyubibo,NN
carry,isagawa,NN
carrying,dala,VBG
cart,kariton,NN
Carte,Menu,NN
cartel,kartel,NN
cartels,kartel,NNS
Carthaginian,Karseginean,JJ
cartilage,kartilago,NN
cartilaginous,kartilago,JJ
cartographer,kartograper,NN
cartographic,kartograpiko,JJ
cartography,kartograpya,NN
carton,karton,NN
cartons,karton,NNS
cartoon,kartun,NN
cartoonist,karikaturista,NN
cartouche,kartouche,NN
cartridge,kartutso,NN
carts,cart,NNS
carved,kinatay,VBN
carver,magkakatay,NN
carvings,carving,NNS
cascade,kaskad,NN
case,kaso,NN
cases,kaso,NNS
cashew,keshew,NN
cashier,tagabayad,NN
cashiers,kahera,NNS
cashmere,katsemir,RB
casing,pambalot,VBG
casino,kasino,NN
cask,bariles,NN
casket,kabaong,NN
casque,kaska,NN
cassava,kasaba,NN
casserole,kaserol,NN
cassette,kaseta,NN
cassock,sutana,NN
cassowary,kasuar,NN
cast,palayasin,NN
castanet,kastanyedas,NN
castanets,kastanyedas,NNS
castaway,napadpad,NN
caste,kasta,NN
castellan,kastelyano,NN
castigation,pagpaparusa,NN
casting,paghahagis,VBG
castles,kastilyo,NNS
castor,kastor,NN
castrate,kastrat,NN
castration,pagkakastrat,NN
casts,cast,NNS
casualty,napatay,NN
casuist,kasuista,NN
cat,pusa,NN
cataclysm,kataklismo,NN
catacomb,katakumba,NN
catafalque,tumba,NN
Catalan,Katalan,NN
catalepsy,katalepsya,NN
Catalog,Talaan,NN
catalogue,katalogo,NN
catalogued,natala,VBN
cataloguing,cataloging,VBG
catalyse,catalyze,NN
catalysis,katalisis,NN
catalyst,katalista,NN
catamaran,katamaran,NN
catapult,tirador,NN
cataract,katarata,NN
catarrh,sipon,NN
catastrophic,sakuna,JJ
catch,sumalo,NN
catcher,tagasalo,NN
catches,nakakakuha,NNS
catching,nakahahalina,VBG
catchment,dakip,NN
catchy,nakalilinlang,NN
catechism,katesismo,NN
catechisms,katekismo,NNS
categorical,tiyakan,JJ
categories,kategorya,NNS
categorisation,uriin,NN
categorise,bigyan,NN
categorised,nakategorya,VBN
categorising,categorizing,VBG
category,kategorya,NN
caterpillar,uod,NN
catfish,hito,NN
catgut,ketgut,NN
catharsis,katarsis,NN
cathartic,purgante,JJ
cathedral,katedral,JJ
catheter,sunda,NN
cathode,katod,NN
catholic,panlahat,NN
Catholicism,Katolisismo,NN
Catholics,Katoliko,NNS
cation,kation,NN
cations,kasyon,NNS
cattle,baka,NNS
Caucasian,Kaukasyan,JJ
Caucasus,Kukasus,NN
caught,hinuli,NN
cauldron,kaldero,NN
causal,pananahilan,NN
causality,pananahilan,NN
causation,pagsasagawa,NN
causative,kausatiba,NN
cause,sanhi,NN
caused,sanhi,VBN
causes,sanhi,NNS
cautioned,Nagbabala,VBN
cautious,napakaingat,JJ
cautiously,maingat,RB
cavalcade,kawalkada,NN
cavalier,maginoo,NN
cavalry,kawalerya,NN
cavalryman,mananabayo,NN
cavalrymen,kabalyero,NNS
cave,yungib,NN
cavern,yungib,NN
caves,kuweba,NNS
caviare,kawyar,NN
cavil,mamula,NN
cavity,lukab,NN
cavort,maglulundag,NN
cayman,kayman,NN
cease,pagtigil,NN
ceased,tumigil,VBN
ceases,tumitigil,NNS
ceasing,patid,VBG
Cecils,Sesils,NNS
cede,magsuko,NN
ceded,Isinuko,VBN
cedilla,sedil,NN
ceiling,kisame,NN
Celebes,Salibis,NNS
celebrate,ipagdiwang,NN
celebrated,bantog,VBN
celebrates,nagdiriwang,NNS
celebrating,magdiwang,VBG
celebration,pagdiriwang,NN
celebrations,pagdiriwang,NNS
celery,kintsay,NN
celestial,makalangit,NN
cell,selula,NN
cellist,tselista,NN
cello,tselo,NN
cellophane,selopin,NN
celluloid,seluloid,NN
cellulose,selulusa,NN
Celt,Kelt,NN
cemeteries,sementaryo,NNS
cemetery,sementeryo,NN
cenotaph,kenotapya,NN
censer,insensaryo,NN
censers,suuban,NNS
censor,sensor,NN
censorial,makasensura,NN
censorious,mapanuri,JJ
censorship,sensura,NN
censurable,mapagpintas,JJ
census,senso,NN
cent,sentimos,NN
centaur,kentawra,NN
centered,nakasentro,VBN
centering,pagsasentro,VBG
centigrade,tsentigreit,NN
centime,sentimo,NN
centimetre,sentimetro,NN
centimetres,centimeters,NNS
centipede,alupihan,NN
central,sentral,JJ
centralisation,sentralisasyon,NN
centralise,magsagitna,NN
centralised,sentralisadong,VBN
centralising,centralizing,VBG
centralism,sentralismo,NN
centralization,sentralisasyon,NN
centralized,sentralisadong,VBN
centre,sentro,NN
centred,nakasentro,VBN
centrepiece,centerpiece,NN
centres,centers,NNS
centric,sentrik,NN
centrifugal,sentripugal,NN
centring,pagsasentro,VBG
centripetal,sentripetal,NN
centrist,sentristang,NN
centuries,siglo,NNS
centurion,senturyon,NN
century,siglo,NN
ceramic,karamik,JJ
ceramics,keramika,NNS
ceramist,keramista,NN
cereal,siryal,NN
cerebellum,tserebellum,NN
cerebral,tserebral,JJ
cerebrum,tserebrum,NN
ceremonial,seremonyal,NN
ceremonies,seremonya,NNS
ceremonious,makaseremonyal,JJ
ceremony,seremonya,NN
ceres,Siris,NNS
certain,tiyak,JJ
certainly,tiyak,RB
certainty,katiyakan,NN
certificate,sertipiko,NN
certification,sertipikasyon,NN
certified,sertipikadong,VBN
certify,patunayan,NN
certifying,nagpapatunay,VBG
certitude,sertitud,NN
cerulean,asul,NN
cervical,servikal,JJ
cervix,serviks,NN
cessation,pagtigil,NN
cession,kompromiso,NN
ceylon,Seylon,NN
chafe,magasgas,NN
chafed,nagngingitngit,NN
chaff,ipa,NN
chagrin,pagkapahiya,NN
chain,kadena,NN
chair,upuan,NN
chaired,tagapangulo,VBN
chairman,tagapangulo,NN
chairmanship,pagkapangulo,NN
chairperson,tagapangulo,NN
chairpersons,tagapangulo,NNS
Chaldea,Caldea,NN
Chaldean,Keldian,NN
